gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0E12210g,negative,5,1012586,1013036,451,36.15,1,YNL153C,GIM3,Sace,9.938874,-0.2808224,highly similar to uniprot|P53900 Saccharomyces cerevisiae YNL153C GIM3 Subunit of the heterohexameric cochaperone prefoldin complex which binds specifically to cytosolic chaperonin and transfers target proteins to it
SAKL0E12364g,negative,5,1024169,1024916,748,42.99,-1,YHR141C,RPL42B,Sace,15.272938,-0.3553707,"highly similar to uniprot|P0CX28 Saccharomyces cerevisiae YHR141C (ohnolog of YNL162W) RPL42B Protein component of the large (60S) ribosomal subunit, identical to Rpl42Ap and has similarity to rat L44; required for propagation of the killer toxin-encoding M1 double- stranded RNA satellite of the L-A double-stranded RNA virus"
SAKL0E12540g,negative,5,1036525,1036737,213,44.13,1,YHR143W-A,RPC10,Sace,10.546663,-0.2745749,"highly similar to uniprot|P40422 Saccharomyces cerevisiae YHR143W-A RPC10 RNA polymerase subunit ABC10- alpha, found in RNA polymerase complexes I, II, and III"
SAKL0E12606g,negative,5,1039984,1040973,990,41.11,-1,YHR144C,DCD1,Sace,9.225272,-0.3439153,similar to uniprot|P06773 Saccharomyces cerevisiae YHR144C DCD1 Deoxycytidine monophosphate (dCMP) deaminase required for dCTP and dTTP synthesis; expression is NOT cell cycle regulated
SAKL0E12738g,negative,5,1052694,1053884,1191,39.97,1,YNL175C,NOP13,Sace,11.039543,-0.8256104,similar to uniprot|P53883 Saccharomyces cerevisiae YNL175C NOP13 Nucleolar protein found in preribosomal complexes; contains an RNA recognition motif (RRM)
SAKL0E12826g,negative,5,1058504,1059250,747,46.32,-1,YNL178W,RPS3,Sace,15.817072,-0.4460451,"highly similar to uniprot|P05750 Saccharomyces cerevisiae YNL178W RPS3 Protein component of the small (40S) ribosomal subunit, has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; has similarity to E. coli S3 and rat S3 ribosomal proteins"
SAKL0E12892g,negative,5,1062421,1064001,1581,40.8,1,YNL182C,IPI3,Sace,11.490022,-0.5559551,"similar to uniprot|P53877 Saccharomyces cerevisiae YNL182C IPI3 Essential component of the Rix1 complex (Rix1p, Ipi1p, Ipi3p) that is required for processing of ITS2 sequences from 35S pre-rRNA; highly conserved and contains WD40 motifs; Rix1 complex associates with Mdn1p in pre-60S ribosomal particles"
SAKL0E12936g,negative,5,1064663,1065301,639,41.16,1,YDL213C,NOP6,Sace,10.593855,-0.5167931,similar to uniprot|Q07623 Saccharomyces cerevisiae YDL213C NOP6 rRNA-binding protein required for 40S ribosomal subunit biogenesis; contains an RNA recognition motif (RRM) and has similarity to hydrophilins; NOP6 may be a fungal-specific gene as no homologs have been yet identified in higher eukaryotes
SAKL0E13002g,negative,5,1070149,1072368,2220,43.74,-1,YNL186W,UBP10,Sace,10.866951,-0.398767,similar to uniprot|P53874 Saccharomyces cerevisiae YNL186W UBP10 Ubiquitin-specific protease that deubiquitinates ubiquitin-protein moieties; may regulate silencing by acting on Sir4p; involved in posttranscriptionally regulating Gap1p and possibly other transporters; primarily located in the nucleus
SAKL0E13090g,negative,5,1079562,1080152,591,43.65,1,YDL217C,TIM22,Sace,10.248196,-0.3061693,highly similar to uniprot|Q12328 Saccharomyces cerevisiae YDL217C TIM22 Essential core component of the mitochondrial TIM22 complex involved in insertion of polytopic proteins into the inner membrane; forms the channel through which proteins are imported
SAKL0E13134g,negative,5,1081792,1083417,1626,43.23,-1,YNL189W,SRP1,Sace,12.494635,-0.287742,"highly similar to uniprot|Q02821 Saccharomyces cerevisiae YNL189W SRP1 Karyopherin alpha homolog, forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins, binds the nuclear localization signal of the substrate during import; may also play a role in regulation of protein degradation"
SAKL0E13442g,negative,5,1110894,1113386,2493,39.07,1,YNL201C,PSY2,Sace,10.462145,-0.3950573,"similar to uniprot|P40164 Saccharomyces cerevisiae YNL201C PSY2 Subunit of protein phosphatase PP4 complex; active complex is composed of catalytic subunit Pph3p and Psy2p, with Psy4p apparently providing additional substrate specificity in some cases; regulates recovery from the DNA damage checkpoint and also the gene conversion- and single-strand annealing-mediated pathways of meiotic double-strand break repair; Pph3p and Psy2p localize to foci on meiotic chromosomes; putative homolog of mammalian R3"
SAKL0E13552g,negative,5,1118841,1120100,1260,39.68,-1,YNL207W,RIO2,Sace,10.538208,-0.5371115,highly similar to uniprot|P40160 Saccharomyces cerevisiae YNL207W RIO2 Essential serine kinase involved in the processing of the 20S pre-rRNA into mature 18S rRNA; has similarity to Rio1p
SAKL0E13618g,negative,5,1122930,1124771,1842,44.79,-1,YDL229W,SSB1,Sace,17.246239,-0.3402031,"highly similar to uniprot|P11484 Saccharomyces cerevisiae YDL229W (ohnolog of YNL209W) SSB1 Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p"
SAKL0E13750g,negative,5,1134418,1135101,684,39.47,1,YNL213C,RRG9,Sace,8.963302,-0.2062582,"similar to uniprot|P40156 Saccharomyces cerevisiae YNL213C RRG9 Protein of unknown function; null mutant lacks mitochondrial DNA and cannot grow on glycerol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
SAKL0E14014g,negative,5,1155484,1158003,2520,43.97,1,YNL221C,POP1,Sace,10.300544,-0.2597776,"similar to uniprot|P41812 Saccharomyces cerevisiae YNL221C POP1 Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; binds to the RPR1 RNA subunit in RNase P"
SAKL0E14234g,negative,5,1172803,1174839,2037,39.96,1,YNL227C,JJJ1,Sace,10.173348,-0.282611,"similar to uniprot|P53863 Saccharomyces cerevisiae YNL227C JJJ1 Co-chaperone that stimulates the ATPase activity of Ssa1p, required for a late step of ribosome biogenesis; associated with the cytosolic large ribosomal subunit; contains a J-domain; mutation causes defects in fluid-phase endocytosis"
SAKL0E14322g,negative,5,1180305,1181153,849,44.76,-1,YNL232W,CSL4,Sace,10.529308,-0.4081449,similar to uniprot|P53859 Saccharomyces cerevisiae YNL232W CSL4 Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain an S1 RNA binding domain; has similarity to human hCsl4p (EXOSC1)
SAKL0E14498g,negative,5,1197491,1198219,729,39.37,1,YOR078W,BUD21,Sace,10.241313,-0.6627438,similar to uniprot|O00033 Saccharomyces cerevisiae YOR078W BUD21 Component of small ribosomal subunit (SSU) processosome that contains U3 snoRNA; originally isolated as bud-site selection mutant that displays a random budding pattern
SAKL0E14696g,negative,5,1212847,1213983,1137,45.38,1,YKR092C,SRP40,Sace,13.050742,-0.5117064,"similar to uniprot|P32583 Saccharomyces cerevisiae YKR092C SRP40 Nucleolar, serine-rich protein with a role in preribosome assembly or transport; may function as a chaperone of small nucleolar ribonucleoprotein particles (snoRNPs); immunologically and structurally to rat Nopp140"
SAKL0E14894g,negative,5,1235487,1236211,725,42.37,-1,YIL148W,RPL40A,Sace,15.876755,-0.3502138,"some similarities with uniprot|P0CH08 Saccharomyces cerevisiae YIL148W (ohnolog of YKR094C) RPL40A Fusion protein, identical to Rpl40Bp, that is cleaved to yield ubiquitin and a ribosomal protein of the large (60S) ribosomal subunit with similarity to rat L40; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes"
SAKL0F00726g,negative,6,63291,64442,1152,38.19,-1,YGL246C,RAI1,Sace,10.774466,-0.3800586,similar to uniprot|P53063 Saccharomyces cerevisiae YGL246C RAI1 Nuclear protein with decapping endonuclease activity targeted toward mRNAs with unmethylated 7- methylguanosine cap structures; binds to and stabilizes the exoribonuclease Rat1p; required for pre-rRNA processing; homologous to human DOM3Z
SAKL0F00748g,negative,6,64800,66923,2124,41.1,1,YGL245W,GUS1,Sace,13.823335,-0.3874885,"highly similar to uniprot|P46655 Saccharomyces cerevisiae YGL245W GUS1 Glutamyl-tRNA synthetase (GluRS), forms a complex with methionyl-tRNA synthetase (Mes1p) and Arc1p; complex formation increases the catalytic efficiency of both tRNA synthetases and ensures their correct localization to the cytoplasm"
SAKL0F01056g,negative,6,92596,94986,2391,44.12,1,YGL234W,YGL234W,Sace,13.122733,-0.8779325,"highly similar to uniprot|P07244 Saccharomyces cerevisiae YGL234W ADE5,7 Bifunctional enzyme of the 'de novo' purine nucleotide biosynthetic pathway, contains aminoimidazole ribotide synthetase and glycinamide ribotide synthetase activities"
SAKL0F01188g,negative,6,104191,105106,916,37.8,1,YGL232W,TAN1,Sace,10.040294,-0.2733441,"similar to uniprot|P53072 Saccharomyces cerevisiae YGL232W TAN1 Putative tRNA acetyltransferase, RNA-binding protein required for the formation of the modified nucleoside N(4)-acetylcytidine in serine and leucine tRNAs but not required for the same modification in 18S rRNA"
SAKL0F01364g,negative,6,114822,116171,1350,46,1,YER043C,SAH1,Sace,15.139725,-0.3229975,"highly similar to uniprot|P39954 Saccharomyces cerevisiae YER043C SAH1 S-adenosyl-L-homocysteine hydrolase, catabolizes S-adenosyl-L-homocysteine which is formed after donation of the activated methyl group of S- adenosyl-L-methionine (AdoMet) to an acceptor"
SAKL0F01430g,negative,6,120439,120882,444,38.96,1,YGL226W,MTC3,Sace,9.197972,-0.2383998,similar to uniprot|P53077 Saccharomyces cerevisiae YGL226W MTC3 Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; mtc3 is synthetically sick with cdc13-1
SAKL0F01606g,negative,6,133318,135144,1827,43.08,1,YER036C,ARB1,Sace,14.021958,-0.3637847,"highly similar to uniprot|P40024 Saccharomyces cerevisiae YER036C ARB1 ATPase of the ATP-binding cassette (ABC) family involved in 40S and 60S ribosome biogenesis, has similarity to Gcn20p; shuttles from nucleus to cytoplasm, physically interacts with Tif6p, Lsg1p"
SAKL0F01848g,negative,6,154310,155434,1125,44.53,1,YGL211W,NCS6,Sace,9.943544,-0.6043242,"highly similar to uniprot|P53088 Saccharomyces cerevisiae YGL211W NCS6 Protein required for thiolation of the uridine at the wobble position of Gln, Lys, and Glu tRNAs; has a role in urmylation and in invasive and pseudohyphal growth; inhibits replication of Brome mosaic virus in S. cerevisiae"
SAKL0F02244g,negative,6,193425,196550,3126,42.74,-1,YGL201C,MCM6,Sace,9.866217,-0.2874549,similar to uniprot|P53091 Saccharomyces cerevisiae YGL201C MCM6 Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p
SAKL0F02838g,negative,6,240272,242236,1965,36.39,1,YGR128C,UTP8,Sace,11.471791,-0.6137532,similar to uniprot|P53276 Saccharomyces cerevisiae YGR128C UTP8 Nucleolar protein required for export of tRNAs from the nucleus; also copurifies with the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA
SAKL0F03014g,negative,6,255267,256868,1602,42.01,1,YPR144C,NOC4,Sace,10.788429,-0.5864251,"similar to uniprot|Q06512 Saccharomyces cerevisiae YPR144C NOC4 Nucleolar protein, forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits"
SAKL0F03102g,negative,6,258266,259807,1542,40.01,1,YGR123C,PPT1,Sace,11.121812,-0.2211315,highly similar to uniprot|P53043 Saccharomyces cerevisiae YGR123C PPT1 Protein serine/threonine phosphatase with similarity to human phosphatase PP5; present in both the nucleus and cytoplasm; expressed during logarithmic growth; computational analyses suggest roles in phosphate metabolism and rRNA processing
SAKL0F03146g,negative,6,260272,261081,810,38.77,-1,YPR143W,RRP15,Sace,10.697835,-0.6377803,"similar to uniprot|Q06511 Saccharomyces cerevisiae YPR143W RRP15 Nucleolar protein, constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs"
SAKL0F03234g,negative,6,265806,266732,927,41.42,1,YPR139C,VPS66,Sace,10.733441,-0.2592556,similar to uniprot|Q06508 Saccharomyces cerevisiae YPR139C VPS66 Cytoplasmic protein of unknown function involved in vacuolar protein sorting
SAKL0F03432g,negative,6,274302,276029,1728,40.97,-1,YPR137W,RRP9,Sace,11.247973,-0.5449015,"highly similar to uniprot|Q06506 Saccharomyces cerevisiae YPR137W RRP9 Protein involved in pre-rRNA processing, associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein"
SAKL0F03498g,negative,6,280671,282269,1599,42.71,1,YGR119C,NUP57,Sace,10.809714,-0.2927166,"similar to uniprot|P48837 Saccharomyces cerevisiae YGR119C NUP57 Nucleoporin, essential subunit of the nuclear pore complex (NPC), functions as the organizing center of an NPC subcomplex containing Nsp1p, Nup49p, Nup57p, and Nic96p"
SAKL0F04576g,negative,6,369113,370121,1009,40.7,1,YER007C-A,TMA20,Sace,11.1488,-0.3170494,highly similar to uniprot|P89886 Saccharomyces cerevisiae YER007C-A TMA20 Protein of unknown function that associates with ribosomes and has a putative RNA binding domain; interacts with Tma22p; null mutant exhibits translation defects; has homology to human oncogene MCT-1
SAKL0F04620g,negative,6,372206,373786,1581,41.81,-1,YER006W,NUG1,Sace,12.586206,-0.6018772,"highly similar to uniprot|P40010 Saccharomyces cerevisiae YER006W NUG1 GTPase that associates with nuclear 60S pre-ribosomes, required for export of 60S ribosomal subunits from the nucleus"
SAKL0F04752g,negative,6,380727,381428,702,39.32,-1,YER002W,NOP16,Sace,11.194129,-0.536296,"highly similar to uniprot|P40007 Saccharomyces cerevisiae YER002W NOP16 Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis"
SAKL0F04774g,negative,6,381688,382542,855,39.53,1,YIR001C,SGN1,Sace,10.67726,-0.290466,"weakly similar to uniprot|P40561 Saccharomyces cerevisiae YIR001C SGN1 Cytoplasmic RNA-binding protein, contains an RNA recognition motif (RRM); may have a role in mRNA translation, as suggested by genetic interactions with genes encoding proteins involved in translational initiation"
SAKL0F05984g,negative,6,448144,451827,3684,39.41,1,YGR090W,UTP22,Sace,12.571,-0.4848918,"highly similar to uniprot|P53254 Saccharomyces cerevisiae YGR090W UTP22 Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data"
SAKL0F06028g,negative,6,453180,454184,1005,40.9,-1,YPR110C,RPC40,Sace,12.297606,-0.6113808,"highly similar to uniprot|P07703 Saccharomyces cerevisiae YPR110C RPC40 RNA polymerase subunit AC40, common to RNA polymerase I and III"
SAKL0F06160g,negative,6,462236,464878,2643,41.24,-1,YPR112C,MRD1,Sace,11.055769,-0.5986925,highly similar to uniprot|Q06106 Saccharomyces cerevisiae YPR112C MRD1 Essential conserved protein that is part of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains
SAKL0F06182g,negative,6,465219,468533,3315,42.29,1,YGR094W,VAS1,Sace,13.036136,-0.3471282,highly similar to uniprot|P07806 Saccharomyces cerevisiae YGR094W VAS1 Mitochondrial and cytoplasmic valyl-tRNA synthetase
SAKL0F06512g,negative,6,503813,505594,1782,41.25,1,YGR103W,NOP7,Sace,12.665676,-0.6792804,highly similar to uniprot|P53261 Saccharomyces cerevisiae YGR103W NOP7 Component of several different pre- ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation
SAKL0F06974g,negative,6,531394,531864,471,46.07,1,YBR252W,DUT1,Sace,11.20166,-0.2044151,"highly similar to uniprot|P33317 Saccharomyces cerevisiae YBR252W DUT1 deoxyuridine triphosphate diphosphatase (dUTPase); catalyzes hydrolysis of dUTP to dUMP and PPi, thereby preventing incorporation of uracil into DNA during replication; critical for the maintenance of genetic stability; also has diphosphatase activity on deoxyinosine triphosphate"
SAKL0F07128g,negative,6,539331,540632,1302,45.47,1,YIR012W,SQT1,Sace,12.773416,-0.4413844,similar to uniprot|P35184 Saccharomyces cerevisiae YIR012W SQT1 Essential protein involved in a late step of 60S ribosomal subunit assembly or modification; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay
